incident_county,incident_latitude,incident_longitude,incident_dateonly_created,Population
37,35.189783,-120.1755,10,284010
47,37.429505999999996,-121.33646499999999,10,549815
10,41.70611111,-123.4375,10,28047
21,39.613783000000005,-123.45878200000001,10,87606
20,37.604638,-119.96606000000001,10,17471
26,38.165873,-122.211671,10,139417
40,37.066483000000005,-121.219163,10,1937570
49,40.314187,-122.07005500000001,10,63916
0,37.606,-121.853,10,1666753
25,35.790690000000005,-120.73102,10,435594
37,35.790690000000005,-120.73102,10,284010
49,39.847708000000004,-122.1604,10,63916
49,39.847708000000004,-122.160416,10,63916
6,37.828267,-122.103867,10,1150215
31,33.827979,-117.499619,10,2450758
31,33.975405,-117.20706799999999,10,2450758
31,33.9925,-117.05916699999999,10,2450758
42,40.4988,-122.19911,10,180040
31,33.8615,-116.897333,10,2450758
53,34.156389000000004,-118.950833,10,850967
17,34.329879999999996,-118.48161,10,10105518
37,35.709176,-120.31285600000001,10,284010
8,38.724000000000004,-120.145,10,190678
53,34.23955,-119.20187,10,850967
16,40.387772,-120.304341,10,30802
31,33.45148,-116.05898,10,2450758
6,38.045866,-122.245186,10,1150215
35,32.762706,-117.09744099999999,10,3343364
39,34.484722,-120.19083300000001,10,446527
15,38.88913,-122.604425,10,64382
9,36.319291,-120.46018899999999,10,994400
34,34.033117,-117.21545,10,2171603
17,34.055768,-118.55409099999999,10,10105518
35,33.351145,-117.403719,10,3343364
46,38.792458,-122.78005300000001,10,499942
34,34.183624,-117.274276,10,2171603
19,37.896231,-122.636471,10,259666
3,39.551423,-121.80053799999999,10,231256
17,34.472778000000005,-118.36805600000001,10,10105518
38,37.166674,-122.361112,10,769545
0,37.62782,-121.68598,10,1666753
35,33.055124,-116.742508,10,3343364
35,33.259861,-117.02733300000001,10,3343364
49,40.001709999999996,-122.25421000000001,10,63916
6,37.99136,-121.64118,10,1150215
6,38.03545,-122.2241,10,1150215
45,38.07205,-122.22463,10,446610
21,39.224309999999996,-123.12886999999999,10,87606
6,37.97911,-122.11092,10,1150215
17,34.098191,-118.47871699999999,10,10105518
53,34.282179,-118.803389,10,850967
31,34.01778,-117.4625,10,2450758
31,33.985972,-117.414111,10,2450758
35,32.564583,-116.83458300000001,10,3343364
34,34.183,-117.285,10,2171603
53,34.302212,-118.997115,10,850967
31,33.849906,-117.46136299999999,11,2450758
49,40.036379,-122.637837,11,63916
15,39.100408,-122.496548,11,64382
29,38.838992,-121.325842,11,393149
54,38.734634,-121.72969099999999,11,220408
39,34.5025,-119.785,11,446527
